,session_id,hit_date,hit_time,hit_number,hit_type,hit_referer,hit_page_path,event_category,event_action,event_label,event_value
4494,4223885387026974503.1640283134.1640283134,2021-12-23,39839.0,20,event,,sberauto.com/cars?city=1&city=18&isnew=false&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,AsXTnWKqmiXJEBkZAPHE,
4495,5695831332895341184.1640249989.1640249989,2021-12-23,14277.0,7,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|BECmuFKBxdPEqNJhHcnw|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|nXqiPHiXJCzMYHmTBKoz|HbolMJUevblAbkHClEQa&utm_term_initial=ITfrGJNwVsHBGJMAKoct&city=1&rental_page=rental_only&rental_car=rental_only&city=18,sap_search__form,sap_search_form_cost_from,hIzqhvjpcwCLzzTVHCuE,
4496,1969464848723243214.1640263885.1640263885,2021-12-23,17681.0,19,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,OqBHqjYTCdPNjevEIDBT,
4497,1969464848723243214.1640263885.1640263885,2021-12-23,18043.0,21,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,MIBIGysMtuJvWCdLZQMf,
4498,1969464848723243214.1640263885.1640263885,2021-12-23,18154.0,22,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,sDBCKqcAYGKOWuRTFPUR,
4499,1969464848723243214.1640263885.1640263885,2021-12-23,18440.0,24,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,QZKQOlhgSYAzmVOWqEOQ,
4500,2817411604793277323.1640250353.1640250353,2021-12-23,272887.0,52,event,,sberauto.com/cars?rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,yatapsJsSVhXEatMiuad,
4501,4304015032796357924.1640277304.1640277304,2021-12-23,83923.0,27,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|QYHrIzksxlXILtQIQvgP|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|PImzZaLfGmnnVmhGnZKy|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,sap_search__form,sap_search_form_cost_from,WeBxZyEoRtwVGPLJPYLc,
4502,4304015032796357924.1640277304.1640277304,2021-12-23,183667.0,64,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|QYHrIzksxlXILtQIQvgP|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|PImzZaLfGmnnVmhGnZKy|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,sap_search__form,sap_search_form_cost_from,ZBUhuEYbhKZDqZJJTdXj,
4503,4304015032796357924.1640277304.1640277304,2021-12-23,186658.0,70,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|QYHrIzksxlXILtQIQvgP|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|PImzZaLfGmnnVmhGnZKy|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,sap_search__form,sap_search_form_cost_from,fKCkOdHOlDMJmdBBjtQO,
4504,4304015032796357924.1640277304.1640277304,2021-12-23,188763.0,71,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|QYHrIzksxlXILtQIQvgP|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|PImzZaLfGmnnVmhGnZKy|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,sap_search__form,sap_search_form_cost_from,JzUAFbOCXtZyFonIDogU,
4505,212878131521160263.1640268872.1640268872,2021-12-23,2441131.0,59,event,,sberauto.com/cars?utm_source_initial=outlook&utm_medium_initial=email&utm_content_initial=nNqUcgFgcqQbTVSvgaHr&utm_campaign_initial=YCKgTzTDywjcWyQudGch&city=1&rental_page=rental_only&rental_car=rental_only&city=18,sap_search__form,sap_search_form_cost_from,gyTHqYdowVvIhrdhSCXb,
4506,2255948225452462447.1640255859.1640255859,2021-12-23,862054.0,56,event,,sberauto.com/vladivostok/cars?rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,XIiqbFOmQXHVDboQMUWA,
4507,2255948225452462447.1640255859.1640255859,2021-12-23,907032.0,63,event,,sberauto.com/vladivostok/cars?rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,XIiqbFOmQXHVDboQMUWA,
4508,2980552570277515238.1640288234.1640288234,2021-12-23,936299.0,51,event,,sberauto.com/cars?city=1&city=18&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,teJQsaDCVzowMBwrcoGR,
4509,2980552570277515238.1640288234.1640288234,2021-12-23,937885.0,53,event,,sberauto.com/cars?city=1&city=18&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,zYZrOpoBcpTwPRCZuSRi,
4510,2484439317368563703.1640261637.1640261637,2021-12-23,83875.0,26,event,,sberauto.com/cars?rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,hIzqhvjpcwCLzzTVHCuE,
4511,894282071785341757.1640235838.1640235838,2021-12-23,75004.0,11,event,,sberauto.com/cars?city=1&city=18&rental_car=rental_only&rent_price_from=55 000#utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&utm_source=sbol&utm_medium=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content=catalog,sap_search__form,sap_search_form_cost_from,xxImafcBUqGxpYVhpjFI,
4512,894282071785341757.1640235838.1640235838,2021-12-23,93091.0,17,event,,sberauto.com/cars?city=1&city=18&rental_car=rental_only&rent_price_from=55 000#utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&utm_source=sbol&utm_medium=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content=catalog,sap_search__form,sap_search_form_cost_from,VppGBKuEPJVLSsOLERbm,
4513,6969593971463167300.1640242494.1640242494,2021-12-23,512139.0,53,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,uTRZnAtrdpqkEZsFuSFG,
4514,6969593971463167300.1640242494.1640242494,2021-12-23,514016.0,57,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,QZKQOlhgSYAzmVOWqEOQ,
4515,6969593971463167300.1640242494.1640242494,2021-12-23,521600.0,62,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,izUMeWGrlLxVsHUHVlJd,
4516,6969593971463167300.1640242494.1640242494,2021-12-23,525080.0,63,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,QZKQOlhgSYAzmVOWqEOQ,
4517,6969593971463167300.1640242494.1640242494,2021-12-23,562154.0,79,event,,sberauto.com/cars?city=1&city=18&isnew=true&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&rental_page=rental_only,sap_search__form,sap_search_form_cost_from,sDBCKqcAYGKOWuRTFPUR,
4518,2555155434206089618.1640209519.1640209519,2021-12-23,62194.0,10,event,CENJYQocGncDfpQMoNnT,sberauto.com/cars/all/mercedes-benz/e-klasse/d48351ad?rental_page=rental_car&fbclid=paaabli47fle7_34bzcmxqkq5f7ok8e3ikhy8ly007wz2wfasjzhmvkrrmues&external_browser_redirect=true,sub_button_click,sub_car_claim_submit_click,,
4519,3156966333326004302.1640206419.1640206800,2021-12-23,326217.0,62,event,,sberauto.com/cars/all/skoda/rapid/bf24b977?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=DsqwamlMwRgMTyspCjFR|gDchtZpzPhEcUUlQzgsT&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|shhJpwqRdkvQHnFvfjmR|xAEYTlJDbQNwQTLGxICQ|KyVyYBQwERHeTfHuWftp|lFpAoUqEvHoyZfCNRuCR|fmccXPSqeNhVSqZbbyTp|rjbbNGNkjGThUJNtsWZQ|ciiiNxDSAfUjPxsQtTYB|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4520,3756843247327261780.1640248422.1640248422,2021-12-23,247570.0,34,event,,sberauto.com/cars/all/kia/rio/fee33fe6?rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4521,8086880969933761752.1640279275.1640279275,2021-12-23,495974.0,39,event,,sberauto.com/cars/all/haval/jolion/4930b1ba?rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4522,7598248940169074361.1640240827.1640240827,2021-12-23,611759.0,67,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=zxoiLxhuSIFrCeTLQVWZ&rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4523,321837680839344860.1640219355.1640219355,2021-12-23,338858.0,49,event,,sberauto.com/cars/all/toyota/camry/f28947a1?utm_source_initial=facebook&utm_medium_initial=cpc&utm_campaign_initial=bYtKIdRTbseeDQhjMMKp&rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4524,3609092017248050867.1640281295.1640281295,2021-12-23,571451.0,113,event,,sberauto.com/cars/all/haval/jolion/4930b1ba?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=RoDitORHdzGfGhNCyEMy|eBckTUycdWUDbWqXENLu&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|ouVgqfprhcmURLadlUFz|xAEYTlJDbQNwQTLGxICQ|rKIebKCZczOzgAfMEDAa|lFpAoUqEvHoyZfCNRuCR|vTVtqMXXUxpdnIADhagI|rjbbNGNkjGThUJNtsWZQ|BOIblVQxbLGrEwjueBOf|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|igNLAJodDHSgqhPwufun|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4525,2374712051235898909.1640259286.1640259286,2021-12-23,784122.0,79,event,,sberauto.com/cars/all/mercedes-benz/e-klasse/d48351ad?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_content_initial=vCIpmpaGBnIQhyYNkXqp&rental_page=rental_car,sub_button_click,sub_car_claim_submit_click,,
4526,3311548781903975245.1640207185.1640207185,2021-12-23,30372.0,11,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|nRTHuzVFGPbNXxYsONQo|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|hFtbEqENVwNRJmutEMEo|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4527,172092954574557768.1640206922.1640206922,2021-12-23,97054.0,26,event,,sberauto.com/cars/bmw?city=1&city=18&model=581&model=600&isnew=false&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=UvuMsOSDBWQGOIbDbXfV&rental_page=rental_only,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4528,7883431684836968273.1640253281.1640253281,2021-12-23,31949.0,8,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=XHNUiSKKGTEpSAlaVMFQ|IogmZDrCkJeHXbgMnIIv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YAMPmNsXaFeZWgexOKLv|xAEYTlJDbQNwQTLGxICQ|AkWQyPNqWZSACoyftGqo|lFpAoUqEvHoyZfCNRuCR|QTkdoNfmEYDQUpBDLlLV|dtYJKUplNmmKCOfiziff|CeNdJnqNfWPCWmrwMfUe|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|xBeYZDoXmMHxXZEZRGId|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4529,4412238051057868071.1640242420.1640242420,2021-12-23,80828.0,16,event,,sberauto.com/cars?city=1&city=18&rental_car=rental_only&rent_price_from=55 000#utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&utm_source=sbol&utm_medium=banner&utm_campaign=launch1,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4530,3856436791527850363.1640219003.1640219003,2021-12-23,120980.0,20,event,,sberauto.com/cars?city=1&city=18&rental_car=rental_only&rent_price_from=55 000#utm_source_initial=sbol&utm_medium_initial=push&utm_campaign_initial=sbJRYgVfvcnqKJNDDYIr&utm_source=sbol&utm_medium=push&utm_campaign=dec21_push_azs,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4531,6618901950350269852.1640275360.1640275360,2021-12-23,233957.0,23,event,,sberauto.com/cars?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=nSReTmyFtbSjlPrTKoaX|fVHJqnfOFSWcsCBViJGr&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|YjagTPsykUtMSrHgFPJc|xAEYTlJDbQNwQTLGxICQ|dwfnIkMEwJhmnyojmAoc|lFpAoUqEvHoyZfCNRuCR|qEQeQoWWnoVEMwsyhUcz|rjbbNGNkjGThUJNtsWZQ|FcZymzmOPbSsgghgpywb|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|YhdYMAYSoTzDKQYzVVMr|HbolMJUevblAbkHClEQa&utm_term_initial=ITfrGJNwVsHBGJMAKoct&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4532,7804616642658597658.1640266539.1640266539,2021-12-23,118255.0,31,event,,sberauto.com/cars?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=EcEOnwFpCaiUbrbFLICY|bByPQxmDaMXgpHeypKSM&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|NXvvudwrfjqOSyybGWjF|xAEYTlJDbQNwQTLGxICQ|jickQtwlRrqAiPjDsUHe|lFpAoUqEvHoyZfCNRuCR|OzFEtkehuqCQSpihPnCn|dtYJKUplNmmKCOfiziff|oVRrinVXnwQkBsdFlKCa|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|yKdEQkzxbZELgvIZYObh|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4533,4522900456124751657.1640275755.1640275755,2021-12-23,2157271.0,90,event,,sberauto.com/cars?utm_source_initial=youtube&utm_medium_initial=cpm&utm_campaign_initial=FTjNLDyTrXaWYgZymFkV&utm_content_initial=xhoenQgDQsgfEPYNPwKO&utm_term_initial=KCcrgoFqYxCpSjdRyJjZ&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4534,8050476981749928726.1640240268.1640240268,2021-12-23,2400720.0,145,event,,sberauto.com/cars/lada-vaz/vesta?city=1&city=18&city=3&rental_car=rental_only&utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=nSReTmyFtbSjlPrTKoaX|ZxCjNTHeXPmooDEOFIuR&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|nxheuoccCUneLBnHdxMC|xAEYTlJDbQNwQTLGxICQ|tdkLuROGZtRLOEIAAKmP|lFpAoUqEvHoyZfCNRuCR|XXyioOpMonRDjjVAuMRY|dtYJKUplNmmKCOfiziff|BECmuFKBxdPEqNJhHcnw|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|LRQUTpIGpBrziVuoAlUl|HbolMJUevblAbkHClEQa&utm_term_initial=ITfrGJNwVsHBGJMAKoct&rental_page=rental_only,search_form,search_form_model_multiselec,kLQDjbTrexjKfprxZDyH,
4535,7518333712042258254.1640258901.1640258901,2021-12-23,170475.0,15,event,,sberauto.com/cars/all/mercedes-benz/gla-klasse/b0969889?rental_page=rental_car,sub_button_click,sub_car_request_submit_click,,
4536,1929569077899335811.1640273714.1640273714,2021-12-23,176796.0,19,event,ayiFomhbZsohffvJEYjc,sberauto.com/cars/all/renault/logan/8c3c73f2?rental_page=rental_car&fbclid=iwar3b5hfe8ond-hlt8gg1qxckh2gchbkoajchj-gzvbz7oyhvxmcn5a6komc,sub_button_click,sub_car_request_submit_click,,
4537,6061061178349482471.1640269619.1640269619,2021-12-23,1662010.0,13,event,,sberauto.com/cars/all/renault/logan/8c3c73f2?utm_source_initial=google&utm_medium_initial=cpc&utm_campaign_initial=DsqwamlMwRgMTyspCjFR|yXGkBQVvnYYbIChYahvv&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|HKmEUkCqvzHMTlQpWDnn|xAEYTlJDbQNwQTLGxICQ|yCAPdjnFYLCotSMMvdtr|lFpAoUqEvHoyZfCNRuCR|VHXSBVaVaIHBmReFWbHm|dtYJKUplNmmKCOfiziff|oOyCodwhpbxLGKxHGWfA|aHSPdWXGkJravzWuwcJA|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|QaGunexmXrztCWbLcYxs|OfdDOXSwHYclonQJpPxh|zzqmLVyalSXvuzexKnUV|HbolMJUevblAbkHClEQa&utm_term_initial=&rental_page=rental_car,auth,show_form_lets_get_acquainted,qSIxvnwrIApBVepLpSTC,
4538,3079318474280101823.1640260360.1640260360,2021-12-23,773293.0,21,event,,sberauto.com/cars/mercedes-benz?city=1&city=18&rental_car=rental_only&rental_page=rental_only,auth,show_form_lets_get_acquainted,qSIxvnwrIApBVepLpSTC,
4539,7966943552926402886.1640253766.1640253766,2021-12-23,82496.0,15,event,,podpiska.sberauto.com/?yclid=2912910373304139775,auth,show_form_lets_get_acquainted,qSIxvnwrIApBVepLpSTC,
4540,1187487192585096450.1640254788.1640254796,2021-12-23,564626.0,125,event,,client.sap.sberauto-team.com/cars/all/volkswagen/passat-cc/5ee5ed4f?utm_content_initial=&utm_medium_initial=third_medium&utm_source_initial=third_source&utm_campaign_initial=&utm_term_initial=&rental_page=rental_car,auth,show_form_lets_get_acquainted,qSIxvnwrIApBVepLpSTC,
4541,7638996596281346226.1640270004.1640270004,2021-12-23,78688.0,20,event,,sberauto.com/cars/nissan?utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=gecBYcKZCPMcVYdSSzKP&rental_car=rental_only&rental_page=rental_only,search_form,search_form_modification_select,WSPYvFrdLNVYQZkZrPrE,
4542,8475827465888202928.1640235188.1640235188,2021-12-23,96564.0,14,event,,sberauto.com/cars?utm_source_initial=yandex&utm_medium_initial=cpc&utm_campaign_initial=jvsVVQVKRfBIqBDBuCkq|QYfbqJXuLdJGfOSFgZOs&utm_content_initial=yXzSAJWSuRbYeLFyMVFl|lUOhbMixPaWdNzMcDzmL|xAEYTlJDbQNwQTLGxICQ|cuvllboEpYCxUznJVVav|lFpAoUqEvHoyZfCNRuCR|SFFEnlpaYdgskxoFCgMZ|rjbbNGNkjGThUJNtsWZQ|INSZhDYXfAXljBLFTmZx|ZIKCVYXYgRrZdwlVkEEf|HbolMJUevblAbkHClEQa|kqZPVvZmXADsCZxIQwbv|vnTlRpYmthtVDImMLSmr|OfdDOXSwHYclonQJpPxh|GpnJEfqOdhHkCyGdRHbo|HbolMJUevblAbkHClEQa&utm_term_initial=&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_search_car_type_select,RRSuiTgScNuWerwiSzUU,
4543,5203332406635149723.1640249515.1640249515,2021-12-23,25699.0,7,event,YNtCqAnpjQfcMWkZyxKw,sberauto.com/cars?utm_source_initial=dzen&utm_medium_initial=organic&utm_campaign_initial=okTXSMadDkjvntEHzIjp&utm_content_initial=LLfCasrxQzJIyuldcuWy&utm_term_initial=aXQzDWsJuGXeBXexNHjc&utm_referrer_initial=YNtCqAnpjQfcMWkZyxKw&city=1&rental_page=rental_only&rental_car=rental_only&city=18,search_form,search_form_search_car_type_select,ebitbsqUUrVRKYMALbte,
4544,8515617206851063932.1640280442.1640280442,2021-12-23,15319.0,8,event,,sberauto.com/cars?city=1&city=18&isnew=false&rental_car=rental_only&utm_source_initial=sbol&utm_medium_initial=banner&utm_campaign_initial=LEoPHuyFvzoNfnzGgfcd&rental_page=rental_only,search_form,search_form_search_car_type_select,ebitbsqUUrVRKYMALbte,
